Longitude,Latitude,Decimal year,Month,Day,Magnitude,Depth,Hour,Minute,Second,Seismic Moment,Seismic Energy,Year
95.96,3.03,1960.005376344086,1,2,5.0,0.0,5,6,0.0,3.162277660168379e+16,505964425626.94073,1960
94.7,6.53,1960.018817204301,1,7,5.9,0.0,8,15,0.0,7.079457843841403e+17,11327132550146.246,1960
94.68,6.67,1960.018817204301,1,7,6.0,0.0,23,17,0.0,1e+18,16000000000000.002,1960
70.08,36.47,1960.024193548387,1,9,6.7,231.0,7,24,0.0,1.122018454301956e+19,179522952688313.0,1960
95.99,16.1,1960.029569892473,1,11,5.8,0.0,3,10,0.0,5.011872336272756e+17,8018995738036.411,1960
70.63,36.48,1960.0779569892472,1,29,6.1,204.0,7,33,0.0,1.4125375446227497e+18,22600600713964.0,1960
71.04,36.57,1960.1379310344828,2,19,6.8,208.0,10,36,0.0,1.5848931924611238e+19,253582910793779.84,1960
94.24,7.45,1960.1774193548388,3,4,6.0,0.0,21,5,0.0,1e+18,16000000000000.002,1960
55.35,34.48,1960.185483870968,3,7,4.0,0.0,0,51,0.0,1000000000000000.0,16000000000.000002,1960
70.85,36.49,1960.305555555556,4,20,5.5,194.0,19,23,0.0,1.778279410038923e+17,2845247056062.277,1960
54.43,27.71,1960.3166666666664,4,24,6.0,0.0,12,14,0.0,1e+18,16000000000000.002,1960
99.58,29.85,1960.3413978494625,5,3,5.5,0.0,7,55,0.0,1.778279410038923e+17,2845247056062.277,1960
53.13,27.12,1960.381720430108,5,18,5.2,0.0,8,41,0.0,6.309573444801891e+16,1009531751168.3027,1960
71.14,36.31,1960.3844086021504,5,19,6.5,101.0,2,6,0.0,5.623413251903491e+18,89974612030455.88,1960
65.79,18.06,1960.3844086021504,5,19,6.0,0.0,10,12,0.0,1e+18,16000000000000.002,1960
53.13,27.45,1960.3870967741937,5,20,5.0,53.0,4,14,0.0,3.162277660168379e+16,505964425626.94073,1960
92.68,26.82,1960.403225806452,5,26,5.0,0.0,20,5,0.0,3.162277660168379e+16,505964425626.94073,1960
60.34,33.17,1960.4222222222224,6,2,5.2,0.0,7,22,0.0,6.309573444801891e+16,1009531751168.3027,1960
56.93,13.77,1960.4361111111111,6,7,4.8,0.0,15,34,0.0,1.5848931924611238e+16,253582910793.77985,1960
68.52,-2.06,1960.4611111111112,6,16,5.9,0.0,10,20,0.0,7.079457843841403e+17,11327132550146.246,1960
57.71,11.76,1960.4777777777776,6,22,4.5,0.0,16,12,0.0,5623413251903491.0,89974612030.45587,1960
70.66,36.5,1960.516129032258,7,6,6.6,207.0,5,16,0.0,7.943282347242789e+18,127092517555884.64,1960
98.24,0.5,1960.52688172043,7,10,6.5,73.0,0,5,0.0,5.623413251903491e+18,89974612030455.88,1960
53.0,26.5,1960.52688172043,7,10,5.0,0.0,13,49,0.0,3.162277660168379e+16,505964425626.94073,1960
69.95,35.84,1960.537634408602,7,14,4.5,90.0,22,11,0.0,5623413251903491.0,89974612030.45587,1960
69.81,36.84,1960.5456989247311,7,17,5.9,41.0,5,14,0.0,7.079457843841403e+17,11327132550146.246,1960
94.44,7.22,1960.548387096774,7,18,5.8,98.0,0,54,0.0,5.011872336272756e+17,8018995738036.411,1960
56.5,32.0,1960.5672043010752,7,25,5.0,0.0,21,11,0.0,3.162277660168379e+16,505964425626.94073,1960
90.38,26.47,1960.5779569892472,7,29,5.5,0.0,10,42,0.0,1.778279410038923e+17,2845247056062.277,1960
67.14,31.93,1960.5779569892472,7,29,5.4,0.0,14,33,0.0,1.2589254117941714e+17,2014280658870.6746,1960
54.42,28.07,1960.5833333333333,7,31,5.0,0.0,22,26,0.0,3.162277660168379e+16,505964425626.94073,1960
54.38,28.12,1960.5860215053765,8,1,5.5,62.0,2,20,0.0,1.778279410038923e+17,2845247056062.277,1960
69.55,36.0,1960.620967741936,8,14,5.0,53.0,22,37,0.0,3.162277660168379e+16,505964425626.94073,1960
88.5,27.0,1960.639784946237,8,21,5.0,29.0,3,29,0.0,3.162277660168379e+16,505964425626.94073,1960
95.79,32.51,1960.7444444444443,9,28,5.0,0.0,5,29,0.0,3.162277660168379e+16,505964425626.94073,1960
68.23,29.83,1960.758064516129,10,3,5.0,36.0,0,49,0.0,3.162277660168379e+16,505964425626.94073,1960
93.14,8.0,1960.771505376344,10,8,5.2,41.0,20,40,0.0,6.309573444801891e+16,1009531751168.3027,1960
52.81,36.31,1960.8944444444444,11,22,6.0,0.0,6,21,0.0,1e+18,16000000000000.002,1960
95.34,24.86,1961.095238095238,2,4,5.8,141.0,8,51,0.0,5.011872336272756e+17,8018995738036.411,1961
97.06,2.28,1961.2666666666669,4,6,5.0,132.0,14,5,0.0,3.162277660168379e+16,505964425626.94073,1961
56.78,28.2,1961.2666666666669,4,6,6.6,29.0,18,12,0.0,7.943282347242789e+18,127092517555884.64,1961
96.01,1.65,1961.2666666666669,4,6,5.6,0.0,22,26,0.0,2.511886431509572e+17,4019018290415.3154,1961
70.0,30.5,1961.3027777777777,4,19,4.5,0.0,6,57,0.0,5623413251903491.0,89974612030.45587,1961
70.5,36.5,1961.3222222222223,4,26,4.5,220.0,5,23,0.0,5623413251903491.0,89974612030.45587,1961
59.0,34.75,1961.3360215053765,5,1,4.5,0.0,1,37,0.0,5623413251903491.0,89974612030.45587,1961
57.0,30.75,1961.389784946237,5,21,4.8,0.0,19,44,0.0,1.5848931924611238e+16,253582910793.77985,1961
70.5,36.5,1961.4059139784947,5,27,4.8,220.0,5,14,0.0,1.5848931924611238e+16,253582910793.77985,1961
98.01,0.73,1961.4059139784947,5,27,5.8,165.0,16,52,0.0,5.011872336272756e+17,8018995738036.411,1961
81.93,34.18,1961.4277777777777,6,4,6.5,11.0,7,33,0.0,5.623413251903491e+18,89974612030455.88,1961
54.79,27.88,1961.430555555556,6,5,5.0,57.0,3,31,0.0,3.162277660168379e+16,505964425626.94073,1961
54.51,27.93,1961.4472222222223,6,11,6.4,0.0,5,10,0.0,3.9810717055349857e+18,63697147288559.78,1961
54.9,27.92,1961.4472222222223,6,11,5.0,68.0,5,30,0.0,3.162277660168379e+16,505964425626.94073,1961
54.98,27.69,1961.4472222222223,6,11,5.0,39.0,6,46,0.0,3.162277660168379e+16,505964425626.94073,1961
54.5,27.9,1961.4472222222223,6,11,5.1,0.0,6,51,0.0,4.466835921509617e+16,714693747441.5388,1961
54.5,27.9,1961.4472222222223,6,11,4.0,0.0,10,3,0.0,1000000000000000.0,16000000000.000002,1961
54.49,27.89,1961.4472222222223,6,11,5.0,12.0,12,31,0.0,3.162277660168379e+16,505964425626.94073,1961
54.5,27.9,1961.4472222222223,6,11,4.2,0.0,12,42,0.0,1995262314968874.8,31924197039.502003,1961
54.74,27.89,1961.4472222222223,6,11,5.0,54.0,13,58,0.0,3.162277660168379e+16,505964425626.94073,1961
98.56,25.13,1961.4472222222223,6,11,5.0,0.0,17,15,0.0,3.162277660168379e+16,505964425626.94073,1961
54.5,27.9,1961.4472222222223,6,11,4.3,0.0,23,13,0.0,2818382931264460.5,45094126900.23138,1961
94.69,24.55,1961.4555555555555,6,14,5.0,91.0,0,41,0.0,3.162277660168379e+16,505964425626.94073,1961
54.5,28.0,1961.4555555555555,6,14,4.5,0.0,9,3,0.0,5623413251903491.0,89974612030.45587,1961
68.1,36.6,1961.4555555555555,6,14,4.5,0.0,17,31,0.0,5623413251903491.0,89974612030.45587,1961
54.5,28.0,1961.4666666666667,6,18,4.0,0.0,10,10,0.0,1000000000000000.0,16000000000.000002,1961
70.87,36.49,1961.4694444444444,6,19,6.6,194.0,17,4,0.0,7.943282347242789e+18,127092517555884.64,1961
54.71,27.88,1961.475,6,21,5.2,39.0,6,39,0.0,6.309573444801891e+16,1009531751168.3027,1961
55.03,27.78,1961.480555555556,6,23,5.2,121.0,16,36,0.0,6.309573444801891e+16,1009531751168.3027,1961
54.75,27.5,1961.486111111111,6,25,4.5,0.0,12,40,0.0,5623413251903491.0,89974612030.45587,1961
99.07,27.53,1961.4916666666663,6,27,6.0,116.0,7,3,0.0,1e+18,16000000000000.002,1961
98.0,24.0,1961.518817204301,7,7,4.8,0.0,17,1,0.0,1.5848931924611238e+16,253582910793.77985,1961
55.2,27.55,1961.524193548387,7,9,4.0,35.0,8,5,0.0,1000000000000000.0,16000000000.000002,1961
93.07,7.88,1961.529569892473,7,11,5.6,51.0,9,31,0.0,2.511886431509572e+17,4019018290415.3154,1961
70.0,36.0,1961.5591397849464,7,22,4.3,0.0,13,54,0.0,2818382931264460.5,45094126900.23138,1961
52.16,14.48,1961.5913978494625,8,3,5.5,0.0,0,41,0.0,1.778279410038923e+17,2845247056062.277,1961
97.15,2.34,1961.6344086021504,8,19,4.5,45.0,20,26,0.0,5623413251903491.0,89974612030.45587,1961
67.76,-1.9,1961.6722222222224,9,2,4.7,210.0,10,50,0.0,1.122018454301956e+16,179522952688.313,1961
54.5,36.75,1961.680555555556,9,5,4.0,33.0,14,9,0.0,1000000000000000.0,16000000000.000002,1961
70.2,31.4,1961.768817204301,10,7,4.5,59.0,4,21,0.0,5623413251903491.0,89974612030.45587,1961
54.6,27.5,1961.8091397849464,10,22,4.8,35.0,22,56,0.0,1.5848931924611238e+16,253582910793.77985,1961
54.5,27.5,1961.8118279569887,10,23,4.8,0.0,4,40,0.0,1.5848931924611238e+16,253582910793.77985,1961
56.56,14.3,1961.8172043010752,10,25,5.0,81.0,16,24,0.0,3.162277660168379e+16,505964425626.94073,1961
98.75,-0.36,1961.8198924731184,10,26,6.0,31.0,15,27,0.0,1e+18,16000000000000.002,1961
98.8,-0.29,1961.8198924731184,10,26,5.0,0.0,19,28,0.0,3.162277660168379e+16,505964425626.94073,1961
69.6,33.9,1961.838888888889,11,2,4.5,0.0,6,59,0.0,5623413251903491.0,89974612030.45587,1961
94.0,33.0,1961.8444444444444,11,4,4.8,0.0,13,5,0.0,1.5848931924611238e+16,253582910793.77985,1961
73.5,38.0,1961.85,11,6,4.5,0.0,12,29,0.0,5623413251903491.0,89974612030.45587,1961
95.25,33.39,1961.9274193548388,12,4,5.8,0.0,12,38,0.0,5.011872336272756e+17,8018995738036.411,1961
93.12,13.46,1961.9327956989248,12,6,6.6,32.0,5,48,0.0,7.943282347242789e+18,127092517555884.64,1961
87.2,30.92,1961.9381720430108,12,8,4.5,0.0,10,19,0.0,5623413251903491.0,89974612030.45587,1961
80.83,29.43,1961.981182795699,12,24,5.7,59.0,7,13,0.0,3.548133892335731e+17,5677014227737.171,1961
70.77,36.38,1962.021505376344,1,8,5.7,208.0,22,25,0.0,3.548133892335731e+17,5677014227737.171,1962
84.99,28.05,1962.029569892473,1,11,5.0,0.0,3,1,0.0,3.162277660168379e+16,505964425626.94073,1962
82.0,32.0,1962.0591397849464,1,22,4.5,0.0,20,22,0.0,5623413251903491.0,89974612030.45587,1962
97.25,37.75,1962.1041666666667,2,7,4.0,0.0,3,22,0.0,1000000000000000.0,16000000000.000002,1962
98.59,0.62,1962.107142857143,2,8,5.8,52.0,19,40,0.0,5.011872336272756e+17,8018995738036.411,1962
94.5,34.5,1962.122023809524,2,13,4.8,0.0,7,42,0.0,1.5848931924611238e+16,253582910793.77985,1962
92.53,6.8,1962.142857142857,2,20,5.6,20.0,9,15,0.0,2.511886431509572e+17,4019018290415.3154,1962
96.94,26.13,1962.142857142857,2,20,6.0,0.0,22,2,0.0,1e+18,16000000000000.002,1962
93.27,13.54,1962.1827956989248,3,6,5.8,0.0,5,55,0.0,5.011872336272756e+17,8018995738036.411,1962
98.0,3.5,1962.1935483870968,3,10,5.2,0.0,3,1,0.0,6.309573444801891e+16,1009531751168.3027,1962
71.0,34.0,1962.1989247311828,3,12,5.0,0.0,2,11,0.0,3.162277660168379e+16,505964425626.94073,1962
97.5,26.5,1962.2123655913977,3,17,4.5,0.0,11,26,0.0,5623413251903491.0,89974612030.45587,1962
95.5,31.75,1962.220430107527,3,20,4.8,0.0,23,10,0.0,1.5848931924611238e+16,253582910793.77985,1962
100.0,27.5,1962.228494623656,3,23,4.5,0.0,6,11,0.0,5623413251903491.0,89974612030.45587,1962
100.0,27.5,1962.231182795699,3,24,4.0,0.0,0,25,0.0,1000000000000000.0,16000000000.000002,1962
97.46,1.46,1962.241935483871,3,28,5.6,179.0,4,5,0.0,2.511886431509572e+17,4019018290415.3154,1962
58.93,33.37,1962.2527777777773,4,1,5.8,0.0,0,45,0.0,5.011872336272756e+17,8018995738036.411,1962
99.5,27.25,1962.2611111111112,4,4,4.5,0.0,10,51,0.0,5623413251903491.0,89974612030.45587,1962
68.0,36.7,1962.2694444444444,4,7,4.5,0.0,18,20,0.0,5623413251903491.0,89974612030.45587,1962
95.1,25.7,1962.2972222222224,4,17,4.8,165.0,11,51,0.0,1.5848931924611238e+16,253582910793.77985,1962
69.2,36.5,1962.3083333333327,4,21,4.5,0.0,1,7,0.0,5623413251903491.0,89974612030.45587,1962
70.3,36.5,1962.3138888888889,4,23,5.0,120.0,15,18,0.0,3.162277660168379e+16,505964425626.94073,1962
56.5,37.2,1962.3194444444443,4,25,4.0,0.0,1,14,0.0,1000000000000000.0,16000000000.000002,1962
56.6,28.1,1962.3222222222223,4,26,4.0,0.0,15,52,0.0,1000000000000000.0,16000000000.000002,1962
95.0,26.0,1962.3413978494625,5,3,4.5,0.0,20,37,0.0,5623413251903491.0,89974612030.45587,1962
73.1,32.9,1962.354838709677,5,8,4.5,0.0,19,38,0.0,5623413251903491.0,89974612030.45587,1962
68.25,37.12,1962.3575268817203,5,9,5.0,38.0,12,12,0.0,3.162277660168379e+16,505964425626.94073,1962
95.83,37.11,1962.389784946237,5,21,6.9,0.0,12,2,0.0,2.238721138568347e+19,358195382170935.56,1962
95.73,37.13,1962.389784946237,5,21,5.8,0.0,13,15,0.0,5.011872336272756e+17,8018995738036.411,1962
95.9,37.1,1962.389784946237,5,21,4.0,0.0,15,41,0.0,1000000000000000.0,16000000000.000002,1962
95.4,37.2,1962.389784946237,5,21,4.0,0.0,18,15,0.0,1000000000000000.0,16000000000.000002,1962
95.0,35.5,1962.389784946237,5,21,4.5,0.0,19,29,0.0,5623413251903491.0,89974612030.45587,1962
95.1,36.5,1962.389784946237,5,21,4.5,0.0,19,46,0.0,5623413251903491.0,89974612030.45587,1962
95.7,37.0,1962.389784946237,5,21,4.5,0.0,21,8,0.0,5623413251903491.0,89974612030.45587,1962
96.0,37.0,1962.389784946237,5,21,5.5,0.0,21,20,0.0,1.778279410038923e+17,2845247056062.277,1962
95.6,37.2,1962.39247311828,5,22,4.5,0.0,4,34,0.0,5623413251903491.0,89974612030.45587,1962
96.0,37.0,1962.39247311828,5,22,4.5,0.0,11,2,0.0,5623413251903491.0,89974612030.45587,1962
96.0,37.0,1962.39247311828,5,22,4.5,0.0,17,56,0.0,5623413251903491.0,89974612030.45587,1962
96.25,37.0,1962.39247311828,5,22,4.5,0.0,23,29,0.0,5623413251903491.0,89974612030.45587,1962
96.25,37.0,1962.395161290323,5,23,4.5,0.0,0,52,0.0,5623413251903491.0,89974612030.45587,1962
95.84,37.11,1962.395161290323,5,23,4.5,13.0,1,42,0.0,5623413251903491.0,89974612030.45587,1962
55.5,37.0,1962.3978494623657,5,24,4.0,0.0,9,39,0.0,1000000000000000.0,16000000000.000002,1962
95.6,37.3,1962.4005376344087,5,25,4.5,0.0,11,34,0.0,5623413251903491.0,89974612030.45587,1962
94.53,6.58,1962.403225806452,5,26,5.4,94.0,19,44,0.0,1.2589254117941714e+17,2014280658870.6746,1962
66.08,24.68,1962.4166666666667,5,31,4.0,0.0,1,56,0.0,1000000000000000.0,16000000000.000002,1962
70.3,29.8,1962.4277777777777,6,4,4.2,0.0,15,21,0.0,1995262314968874.8,31924197039.502003,1962
73.1,37.3,1962.4583333333333,6,15,3.8,0.0,17,58,0.0,501187233627273.5,8018995738.036377,1962
75.83,33.74,1962.463888888889,6,17,5.2,88.0,4,39,0.0,6.309573444801891e+16,1009531751168.3027,1962
72.4,37.5,1962.480555555556,6,23,3.8,0.0,23,26,0.0,501187233627273.5,8018995738.036377,1962
57.6,26.5,1962.5,6,30,4.2,0.0,9,45,0.0,1995262314968874.8,31924197039.502003,1962
56.2,28.0,1962.508064516129,7,3,4.5,25.0,6,31,0.0,5623413251903491.0,89974612030.45587,1962
57.6,11.74,1962.516129032258,7,6,5.8,50.0,2,12,0.0,5.011872336272756e+17,8018995738036.411,1962
70.34,36.49,1962.516129032258,7,6,6.8,204.0,23,5,0.0,1.5848931924611238e+19,253582910793779.84,1962
67.25,31.97,1962.529569892473,7,11,5.2,34.0,1,4,0.0,6.309573444801891e+16,1009531751168.3027,1962
79.48,30.64,1962.534946236559,7,13,4.5,0.0,5,1,0.0,5623413251903491.0,89974612030.45587,1962
56.8,27.8,1962.537634408602,7,14,4.2,0.0,6,44,0.0,1995262314968874.8,31924197039.502003,1962
79.32,30.64,1962.537634408602,7,14,4.5,17.0,15,58,0.0,5623413251903491.0,89974612030.45587,1962
53.0,12.5,1962.540322580645,7,15,4.5,0.0,21,52,0.0,5623413251903491.0,89974612030.45587,1962
70.0,36.3,1962.543010752688,7,16,4.0,0.0,21,6,0.0,1000000000000000.0,16000000000.000002,1962
55.4,37.5,1962.5564516129032,7,21,4.5,0.0,3,7,0.0,5623413251903491.0,89974612030.45587,1962
67.0,33.0,1962.5564516129032,7,21,4.0,0.0,6,4,0.0,1000000000000000.0,16000000000.000002,1962
95.0,30.0,1962.564516129032,7,24,4.0,0.0,9,55,0.0,1000000000000000.0,16000000000.000002,1962
95.0,30.0,1962.5672043010752,7,25,4.0,0.0,22,40,0.0,1000000000000000.0,16000000000.000002,1962
95.0,30.0,1962.5725806451608,7,27,4.0,0.0,5,52,0.0,1000000000000000.0,16000000000.000002,1962
95.0,30.0,1962.5806451612905,7,30,4.0,0.0,3,23,0.0,1000000000000000.0,16000000000.000002,1962
72.75,33.0,1962.5887096774195,8,2,4.5,0.0,15,32,0.0,5623413251903491.0,89974612030.45587,1962
67.5,33.3,1962.610215053764,8,10,4.5,0.0,23,42,0.0,5623413251903491.0,89974612030.45587,1962
55.5,27.0,1962.620967741936,8,14,5.0,0.0,7,27,0.0,3.162277660168379e+16,505964425626.94073,1962
56.5,14.0,1962.6236559139784,8,15,5.0,0.0,13,8,0.0,3.162277660168379e+16,505964425626.94073,1962
67.82,-1.71,1962.6586021505373,8,28,5.6,210.0,22,46,0.0,2.511886431509572e+17,4019018290415.3154,1962
68.0,-1.86,1962.6612903225807,8,29,4.0,183.0,9,12,0.0,1000000000000000.0,16000000000.000002,1962
65.22,25.6,1962.6694444444445,9,1,5.5,0.0,15,0,0.0,1.778279410038923e+17,2845247056062.277,1962
69.5,34.7,1962.675,9,3,3.8,0.0,23,23,0.0,501187233627273.5,8018995738.036377,1962
71.3,37.8,1962.6777777777777,9,4,4.0,0.0,6,14,0.0,1000000000000000.0,16000000000.000002,1962
95.5,28.5,1962.6944444444443,9,10,3.8,0.0,22,46,0.0,501187233627273.5,8018995738.036377,1962
69.03,36.11,1962.7,9,12,6.0,0.0,20,56,0.0,1e+18,16000000000000.002,1962
93.86,16.67,1962.7111111111112,9,16,5.0,42.0,19,6,0.0,3.162277660168379e+16,505964425626.94073,1962
96.5,26.75,1962.7166666666667,9,18,4.0,0.0,12,19,0.0,1000000000000000.0,16000000000.000002,1962
58.5,35.0,1962.7222222222224,9,20,4.5,0.0,13,10,0.0,5623413251903491.0,89974612030.45587,1962
96.82,26.48,1962.7277777777776,9,22,6.0,0.0,6,51,0.0,1e+18,16000000000000.002,1962
68.7,36.5,1962.7277777777776,9,22,5.0,0.0,8,6,0.0,3.162277660168379e+16,505964425626.94073,1962
95.0,29.8,1962.7444444444443,9,28,4.5,0.0,11,16,0.0,5623413251903491.0,89974612030.45587,1962
57.0,27.0,1962.7472222222225,9,29,5.5,0.0,6,53,0.0,1.778279410038923e+17,2845247056062.277,1962
54.78,27.95,1962.752688172043,10,1,5.6,40.0,12,14,0.0,2.511886431509572e+17,4019018290415.3154,1962
58.73,35.22,1962.763440860215,10,5,5.0,0.0,20,2,0.0,3.162277660168379e+16,505964425626.94073,1962
60.5,34.0,1962.793010752688,10,16,4.5,0.0,11,59,0.0,5623413251903491.0,89974612030.45587,1962
97.5,28.0,1962.798387096774,10,18,4.2,0.0,1,59,0.0,1995262314968874.8,31924197039.502003,1962
100.0,26.5,1962.8198924731184,10,26,4.0,0.0,8,52,0.0,1000000000000000.0,16000000000.000002,1962
62.5,4.75,1962.8279569892472,10,29,5.0,0.0,7,17,0.0,3.162277660168379e+16,505964425626.94073,1962
86.5,33.0,1962.8279569892472,10,29,4.0,0.0,12,6,0.0,1000000000000000.0,16000000000.000002,1962
70.8,36.6,1962.8306451612905,10,30,4.0,0.0,3,50,0.0,1000000000000000.0,16000000000.000002,1962
70.0,37.7,1962.8361111111112,11,1,5.0,0.0,13,46,0.0,3.162277660168379e+16,505964425626.94073,1962
70.0,37.7,1962.8361111111112,11,1,4.9,0.0,15,26,0.0,2.2387211385683468e+16,358195382170.93555,1962
70.6,36.7,1962.838888888889,11,2,4.0,0.0,13,23,0.0,1000000000000000.0,16000000000.000002,1962
96.0,37.0,1962.8416666666667,11,3,4.0,0.0,15,1,0.0,1000000000000000.0,16000000000.000002,1962
55.51,28.12,1962.85,11,6,5.5,36.0,0,9,0.0,1.778279410038923e+17,2845247056062.277,1962
69.33,24.05,1962.8638888888888,11,11,5.0,71.0,7,39,0.0,3.162277660168379e+16,505964425626.94073,1962
92.93,13.58,1962.8777777777773,11,16,6.2,9.0,21,10,0.0,1.9952623149688666e+18,31924197039501.87,1962
100.0,30.5,1962.8861111111112,11,19,4.0,0.0,14,2,0.0,1000000000000000.0,16000000000.000002,1962
70.23,36.16,1962.905555555556,11,26,5.0,123.0,1,41,0.0,3.162277660168379e+16,505964425626.94073,1962
93.57,10.04,1962.911111111111,11,28,5.5,91.0,15,26,0.0,1.778279410038923e+17,2845247056062.277,1962
94.5,24.25,1962.9166666666667,11,30,4.0,0.0,16,1,0.0,1000000000000000.0,16000000000.000002,1962
98.0,33.5,1962.9301075268816,12,5,4.5,0.0,0,19,0.0,5623413251903491.0,89974612030.45587,1962
54.86,36.67,1962.9381720430108,12,8,5.0,0.0,9,2,0.0,3.162277660168379e+16,505964425626.94073,1962
62.65,28.25,1962.9435483870968,12,10,5.0,0.0,4,56,0.0,3.162277660168379e+16,505964425626.94073,1962
96.56,4.01,1962.9489247311828,12,12,5.9,149.0,22,56,0.0,7.079457843841403e+17,11327132550146.246,1962
52.0,10.5,1962.97311827957,12,21,4.3,0.0,17,47,0.0,2818382931264460.5,45094126900.23138,1962
65.21,23.7,1962.986559139785,12,26,6.0,0.0,23,25,0.0,1e+18,16000000000000.002,1962
65.26,23.57,1962.994623655914,12,29,5.4,37.0,8,4,0.0,1.2589254117941714e+17,2014280658870.6746,1962
99.9,0.43,1963.0,12,31,5.5,57.0,11,1,0.0,1.778279410038923e+17,2845247056062.277,1963
58.8,35.4,1963.002688172043,1,1,4.5,0.0,19,27,0.0,5623413251903491.0,89974612030.45587,1963
90.0,32.0,1963.0591397849464,1,22,4.8,0.0,4,55,0.0,1.5848931924611238e+16,253582910793.77985,1963
68.5,36.5,1963.0698924731184,1,26,3.8,0.0,19,17,0.0,501187233627273.5,8018995738.036377,1963
70.3,36.8,1963.075268817204,1,28,4.7,200.0,9,42,0.0,1.122018454301956e+16,179522952688.313,1963
54.1,26.9,1963.095238095238,2,4,4.5,0.0,7,18,0.0,5623413251903491.0,89974612030.45587,1963
55.2,26.5,1963.107142857143,2,8,4.1,33.0,6,3,0.0,1412537544622749.8,22600600713.964,1963
97.1,26.2,1963.110119047619,2,9,4.8,33.0,16,3,0.0,1.5848931924611238e+16,253582910793.77985,1963
57.99,12.98,1963.122023809524,2,13,4.0,128.0,1,34,0.0,1000000000000000.0,16000000000.000002,1963
55.4,27.7,1963.122023809524,2,13,3.9,33.0,3,6,0.0,707945784384140.2,11327132550.146246,1963
57.8,11.8,1963.122023809524,2,13,6.2,33.0,19,55,0.0,1.9952623149688666e+18,31924197039501.87,1963
96.1,4.1,1963.127976190476,2,15,5.9,43.0,16,29,0.0,7.079457843841403e+17,11327132550146.246,1963
70.45,36.48,1963.1309523809523,2,16,5.2,205.0,12,19,0.0,6.309573444801891e+16,1009531751168.3027,1963
70.5,36.5,1963.133928571429,2,17,4.7,200.0,5,38,0.0,1.122018454301956e+16,179522952688.313,1963
70.5,36.5,1963.133928571429,2,17,6.2,0.0,5,38,0.0,1.9952623149688666e+18,31924197039501.87,1963
70.79,36.47,1963.1369047619048,2,18,4.9,220.0,14,25,0.0,2.2387211385683468e+16,358195382170.93555,1963
88.0,27.0,1963.1488095238096,2,22,4.5,0.0,1,32,0.0,5623413251903491.0,89974612030.45587,1963
66.72,17.43,1963.1666666666667,2,28,6.0,0.0,1,31,0.0,1e+18,16000000000000.002,1963
59.9,35.8,1963.1693548387093,3,1,4.5,0.0,3,20,0.0,5623413251903491.0,89974612030.45587,1963
92.2,23.8,1963.1720430107528,3,2,4.2,36.0,2,45,0.0,1995262314968874.8,31924197039.502003,1963
71.3,36.7,1963.174731182796,3,3,4.3,230.0,1,48,0.0,2818382931264460.5,45094126900.23138,1963
71.0,36.8,1963.174731182796,3,3,4.3,100.0,17,4,0.0,2818382931264460.5,45094126900.23138,1963
72.5,34.0,1963.1827956989248,3,6,4.3,0.0,8,35,0.0,2818382931264460.5,45094126900.23138,1963
71.33,36.43,1963.185483870968,3,7,5.3,93.0,21,49,0.0,8.912509381337514e+16,1426001501014.0024,1963
62.02,21.63,1963.1908602150536,3,9,5.0,34.0,2,17,0.0,3.162277660168379e+16,505964425626.94073,1963
71.1,36.4,1963.19623655914,3,11,5.0,250.0,10,27,0.0,3.162277660168379e+16,505964425626.94073,1963
70.4,36.6,1963.2016129032256,3,13,4.0,160.0,17,27,0.0,1000000000000000.0,16000000000.000002,1963
92.8,26.0,1963.2096774193549,3,16,4.5,39.0,3,35,0.0,5623413251903491.0,89974612030.45587,1963
93.0,11.1,1963.220430107527,3,20,4.4,0.0,14,41,0.0,3981071705534985.5,63697147288.55978,1963
70.5,36.6,1963.231182795699,3,24,5.5,200.0,10,58,0.0,1.778279410038923e+17,2845247056062.277,1963
96.61,0.66,1963.233870967742,3,25,5.5,37.0,22,46,0.0,1.778279410038923e+17,2845247056062.277,1963
69.5,31.25,1963.241935483871,3,28,4.8,0.0,17,12,0.0,1.5848931924611238e+16,253582910793.77985,1963
70.3,36.7,1963.244623655914,3,29,4.2,208.0,20,4,0.0,1995262314968874.8,31924197039.502003,1963
57.9,36.9,1963.25,3,31,4.5,0.0,2,27,0.0,5623413251903491.0,89974612030.45587,1963
96.59,0.66,1963.25,3,31,5.2,35.0,17,28,0.0,6.309573444801891e+16,1009531751168.3027,1963
69.28,36.03,1963.2527777777773,4,1,4.8,114.0,9,22,0.0,1.5848931924611238e+16,253582910793.77985,1963
71.4,36.7,1963.2527777777773,4,1,4.3,220.0,18,36,0.0,2818382931264460.5,45094126900.23138,1963
82.48,34.28,1963.2666666666669,4,6,5.0,59.0,17,49,0.0,3.162277660168379e+16,505964425626.94073,1963
85.5,23.0,1963.275,4,9,4.5,0.0,0,3,0.0,5623413251903491.0,89974612030.45587,1963
78.79,32.0,1963.2833333333333,4,12,5.8,36.0,0,41,0.0,5.011872336272756e+17,8018995738036.411,1963
96.5,25.5,1963.2916666666667,4,15,4.2,0.0,21,22,0.0,1995262314968874.8,31924197039.502003,1963
99.59,25.67,1963.3138888888889,4,23,5.5,93.0,9,55,0.0,1.778279410038923e+17,2845247056062.277,1963
71.3,36.4,1963.3166666666664,4,24,3.9,16.0,20,31,0.0,707945784384140.2,11327132550.146246,1963
